keyboard_name,keyboard_size,keyboard_type,user,audio_file,key_pressed,keyboard_material,switch_type,PCA_Feature_A,PCA_Feature_B,cluster
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_l_1720064183_Brian.wav,l,aluminum,Linear,4.4585934,0.36524028,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_d_1720063843_Brian.wav,d,aluminum,Linear,5.012151,0.42852774,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_k_1720064156_Brian.wav,k,aluminum,Linear,4.0994167,0.3447823,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_space_1720064881_Brian.wav,space,aluminum,Linear,4.133112,0.087480344,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_w_1720063133_Brian.wav,w,aluminum,Linear,5.382029,0.8511544,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_u_1720063421_Brian.wav,u,aluminum,Linear,4.791569,0.7816743,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_t_1720063336_Brian.wav,t,aluminum,Linear,4.894311,0.6446356,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_f_1720063880_Brian.wav,f,aluminum,Linear,4.3302407,0.37202942,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_j_1720064102_Brian.wav,j,aluminum,Linear,5.412175,0.32854092,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_1_1720061861_Brian.wav,1,aluminum,Linear,4.485831,1.0294003,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_x_1720064397_Brian.wav,x,aluminum,Linear,4.631317,0.6520727,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_fwdsl_1720064828_Brian.wav,fwdsl,aluminum,Linear,4.1074333,-0.05739871,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_y_1720063371_Brian.wav,y,aluminum,Linear,4.346801,0.9719851,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_4_1720062334_Brian.wav,4,aluminum,Linear,4.8803062,0.49392384,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_l_1720064203_Brian.wav,l,aluminum,Linear,4.269596,0.26182237,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_i_1720063441_Brian.wav,i,aluminum,Linear,4.110335,0.44549707,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_3_1720062151_Brian.wav,3,aluminum,Linear,3.9219089,-0.0006705761,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_r_1720063295_Brian.wav,r,aluminum,Linear,4.4287148,0.4614314,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_space_1720064868_Brian.wav,space,aluminum,Linear,4.075744,-0.42307127,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_w_1720063129_Brian.wav,w,aluminum,Linear,4.8405523,0.91188025,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_space_1720064878_Brian.wav,space,aluminum,Linear,4.4004197,-0.21720056,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_r_1720063298_Brian.wav,r,aluminum,Linear,4.284346,0.76558805,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_c_1720064425_Brian.wav,c,aluminum,Linear,4.3746624,0.4671643,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_b_1720064614_Brian.wav,b,aluminum,Linear,3.8481894,-0.0030489382,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_]_1720063671_Brian.wav,],aluminum,Linear,4.4638367,0.226328,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_]_1720063674_Brian.wav,],aluminum,Linear,4.3023834,0.41531932,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_4_1720062324_Brian.wav,4,aluminum,Linear,3.9447439,0.15145431,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_u_1720063407_Brian.wav,u,aluminum,Linear,5.320564,0.73554987,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_a_1720063754_Brian.wav,a,aluminum,Linear,5.102903,0.90130335,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_b_1720064617_Brian.wav,b,aluminum,Linear,3.9448628,-0.0022043183,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_h_1720063999_Brian.wav,h,aluminum,Linear,4.1957307,0.18957943,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_fwdsl_1720064821_Brian.wav,fwdsl,aluminum,Linear,3.9357743,-0.10444969,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_[_1720063589_Brian.wav,[,aluminum,Linear,5.0101833,0.26062828,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_a_1720063747_Brian.wav,a,aluminum,Linear,4.599128,0.22668114,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_n_1720064663_Brian.wav,n,aluminum,Linear,3.9535441,-0.14891364,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_v_1720066646_Brian.wav,v,aluminum,Linear,9.13233,1.5716467,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_u_1720063393_Brian.wav,u,aluminum,Linear,4.5189476,0.3754208,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_0_1720062673_Brian.wav,0,aluminum,Linear,4.3499713,0.35971695,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_v_1720066653_Brian.wav,v,aluminum,Linear,8.214477,1.3660542,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_r_1720063301_Brian.wav,r,aluminum,Linear,4.525248,0.8182871,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_j_1720064112_Brian.wav,j,aluminum,Linear,3.8550153,0.34166956,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_d_1720063840_Brian.wav,d,aluminum,Linear,5.4114766,0.25077137,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_`_1720061757_Brian.wav,`,aluminum,Linear,4.40435,0.5766472,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_b_1720064611_Brian.wav,b,aluminum,Linear,3.9828312,0.09702537,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_u_1720063424_Brian.wav,u,aluminum,Linear,4.6460876,0.74692136,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_t_1720063329_Brian.wav,t,aluminum,Linear,5.4473133,0.7238241,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_y_1720063351_Brian.wav,y,aluminum,Linear,4.5053544,0.6404811,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_z_1720064333_Brian.wav,z,aluminum,Linear,4.5140853,0.645553,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_j_1720064105_Brian.wav,j,aluminum,Linear,4.473383,0.20110813,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_fwdsl_1720064853_Brian.wav,fwdsl,aluminum,Linear,3.920152,-0.07547903,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_l_1720064210_Brian.wav,l,aluminum,Linear,4.7777987,0.51114315,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_7_1720062453_Brian.wav,7,aluminum,Linear,4.6644263,0.3749744,0
keychronq3,80%_Tenkeyless,mechanical,Brian,"key_press_,_1720064760_Brian.wav",",",aluminum,Linear,3.5813918,0.02765955,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_bcksl_1720063704_Brian.wav,bcksl,aluminum,Linear,4.219028,0.14558712,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_2_1720061918_Brian.wav,2,aluminum,Linear,4.112654,0.6714912,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_t_1720063312_Brian.wav,t,aluminum,Linear,4.9731827,0.65569115,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_p_1720063514_Brian.wav,p,aluminum,Linear,5.11903,0.27454132,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_0_Newman.wav,`,aluminum,Tactile,2.4837224,0.5151674,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_1_Newman.wav,`,aluminum,Tactile,2.1558053,0.5877949,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_2_Newman.wav,`,aluminum,Tactile,2.0594912,0.35904709,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_3_Newman.wav,`,aluminum,Tactile,2.0796432,0.61723673,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_4_Newman.wav,`,aluminum,Tactile,2.4846041,0.89804757,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_5_Newman.wav,`,aluminum,Tactile,2.3581538,0.8032489,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_6_Newman.wav,`,aluminum,Tactile,2.750329,0.90112907,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_7_Newman.wav,`,aluminum,Tactile,2.3015451,0.78058994,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_8_Newman.wav,`,aluminum,Tactile,2.0792775,0.3670048,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_9_Newman.wav,`,aluminum,Tactile,1.9801944,0.7430616,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_10_Newman.wav,`,aluminum,Tactile,2.2235425,0.7498308,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_11_Newman.wav,`,aluminum,Tactile,1.8709068,0.28123346,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_12_Newman.wav,`,aluminum,Tactile,2.1232169,0.5832655,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_13_Newman.wav,`,aluminum,Tactile,1.7583758,0.29844084,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_14_Newman.wav,`,aluminum,Tactile,1.9489735,0.220269,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_15_Newman.wav,`,aluminum,Tactile,2.286693,0.46807334,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_16_Newman.wav,`,aluminum,Tactile,2.200559,0.5477167,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_17_Newman.wav,`,aluminum,Tactile,1.6864219,0.528186,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_18_Newman.wav,`,aluminum,Tactile,2.068239,0.39485562,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_19_Newman.wav,`,aluminum,Tactile,1.9430096,0.5920048,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_20_Newman.wav,`,aluminum,Tactile,2.0208697,0.7434494,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_21_Newman.wav,`,aluminum,Tactile,1.8201548,0.48679715,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_22_Newman.wav,`,aluminum,Tactile,1.9220282,0.57315826,0
dropctrlv1,80%_Tenkeyless,mechanical,,key_press_`_23_Newman.wav,`,aluminum,Tactile,1.9209973,0.9377125,0
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_0_MBPWavs.wav,5,aluminum,Scissor,1.6172618,-1.281689,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_1_MBPWavs.wav,5,aluminum,Scissor,1.7838984,-0.5203185,0
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_2_MBPWavs.wav,5,aluminum,Scissor,1.8452172,-0.64021206,0
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_3_MBPWavs.wav,5,aluminum,Scissor,1.6145843,-1.1090612,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_4_MBPWavs.wav,5,aluminum,Scissor,1.6775335,-0.8927391,0
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_5_MBPWavs.wav,5,aluminum,Scissor,1.682072,-0.72036266,0
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_6_MBPWavs.wav,5,aluminum,Scissor,1.6716878,-0.65080506,0
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_7_MBPWavs.wav,5,aluminum,Scissor,1.5374155,-1.1877908,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_8_MBPWavs.wav,5,aluminum,Scissor,-0.6471163,-1.0502049,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_9_MBPWavs.wav,5,aluminum,Scissor,-1.0275282,-1.139303,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_10_MBPWavs.wav,5,aluminum,Scissor,-1.0097957,-1.0184144,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_11_MBPWavs.wav,5,aluminum,Scissor,-0.47707957,-0.46732786,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_12_MBPWavs.wav,5,aluminum,Scissor,-0.9355758,-0.6830518,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_13_MBPWavs.wav,5,aluminum,Scissor,-1.1056017,-0.51777196,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_14_MBPWavs.wav,5,aluminum,Scissor,-1.1696093,-1.1681578,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_15_MBPWavs.wav,5,aluminum,Scissor,-0.6798385,-0.68466663,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_16_MBPWavs.wav,5,aluminum,Scissor,-1.107003,-0.51149154,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_17_MBPWavs.wav,5,aluminum,Scissor,-0.5780489,-0.95203674,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_18_MBPWavs.wav,5,aluminum,Scissor,-0.83740914,-0.7868024,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_19_MBPWavs.wav,5,aluminum,Scissor,-0.81917775,-1.1293728,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_20_MBPWavs.wav,5,aluminum,Scissor,-0.9904166,-0.50606775,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_21_MBPWavs.wav,5,aluminum,Scissor,-1.1660682,-0.9183047,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_22_MBPWavs.wav,5,aluminum,Scissor,-0.9990496,-0.92628384,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_5_23_MBPWavs.wav,5,aluminum,Scissor,-0.84680575,-1.2076963,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_0_MBPWavs.wav,z,aluminum,Scissor,0.08392785,-1.0972135,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_1_MBPWavs.wav,z,aluminum,Scissor,-0.058287874,-0.51656014,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_2_MBPWavs.wav,z,aluminum,Scissor,-0.26604524,-1.0972378,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_3_MBPWavs.wav,z,aluminum,Scissor,-0.671097,-0.92489415,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_4_MBPWavs.wav,z,aluminum,Scissor,-2.7211428,-1.027683,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_5_MBPWavs.wav,z,aluminum,Scissor,-1.774492,-0.99477226,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_6_MBPWavs.wav,z,aluminum,Scissor,-2.3710074,-1.2321284,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_7_MBPWavs.wav,z,aluminum,Scissor,-3.3928328,-1.1220528,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_8_MBPWavs.wav,z,aluminum,Scissor,-2.762301,-1.0700995,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_9_MBPWavs.wav,z,aluminum,Scissor,-2.7526264,-0.61193794,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_10_MBPWavs.wav,z,aluminum,Scissor,-2.7668858,-1.0759426,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_11_MBPWavs.wav,z,aluminum,Scissor,-3.5198476,-1.4104555,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_12_MBPWavs.wav,z,aluminum,Scissor,-3.004154,-1.155946,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_13_MBPWavs.wav,z,aluminum,Scissor,-1.1671463,-0.4856378,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_14_MBPWavs.wav,z,aluminum,Scissor,-2.2949023,-0.33056742,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_15_MBPWavs.wav,z,aluminum,Scissor,-2.6354856,-0.7089897,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_16_MBPWavs.wav,z,aluminum,Scissor,-2.6393423,-0.49479926,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_17_MBPWavs.wav,z,aluminum,Scissor,-2.7232215,-0.43641672,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_18_MBPWavs.wav,z,aluminum,Scissor,-2.8278022,-0.8671241,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_19_MBPWavs.wav,z,aluminum,Scissor,-2.7953334,-0.3626556,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_20_MBPWavs.wav,z,aluminum,Scissor,-3.2659419,-0.7750374,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_21_MBPWavs.wav,z,aluminum,Scissor,-2.703078,-0.63861114,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_22_MBPWavs.wav,z,aluminum,Scissor,-2.4561849,-0.6066151,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_z_23_MBPWavs.wav,z,aluminum,Scissor,-3.2914898,-0.8823796,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_0_MBPWavs.wav,h,aluminum,Scissor,-0.13669087,-1.6080899,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_1_MBPWavs.wav,h,aluminum,Scissor,0.15763399,-1.4644442,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_2_MBPWavs.wav,h,aluminum,Scissor,-0.20442073,-1.6642798,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_3_MBPWavs.wav,h,aluminum,Scissor,0.51031893,-1.6676604,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_4_MBPWavs.wav,h,aluminum,Scissor,0.015856996,-1.5397694,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_5_MBPWavs.wav,h,aluminum,Scissor,0.06465948,-1.4692522,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_6_MBPWavs.wav,h,aluminum,Scissor,0.059232697,-1.5044628,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_7_MBPWavs.wav,h,aluminum,Scissor,-0.001001357,-1.371469,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_8_MBPWavs.wav,h,aluminum,Scissor,0.8184044,-1.3086396,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_9_MBPWavs.wav,h,aluminum,Scissor,-0.33235776,-1.6327726,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_10_MBPWavs.wav,h,aluminum,Scissor,0.09897217,-1.0664421,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_11_MBPWavs.wav,h,aluminum,Scissor,0.010488526,-1.414941,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_12_MBPWavs.wav,h,aluminum,Scissor,0.17726235,-1.6876373,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_13_MBPWavs.wav,h,aluminum,Scissor,0.6471193,-1.2683014,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_14_MBPWavs.wav,h,aluminum,Scissor,0.13523549,-1.9056792,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_15_MBPWavs.wav,h,aluminum,Scissor,0.27861694,-1.425313,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_16_MBPWavs.wav,h,aluminum,Scissor,0.4068252,-1.948631,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_17_MBPWavs.wav,h,aluminum,Scissor,0.22679259,-1.7723448,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_18_MBPWavs.wav,h,aluminum,Scissor,0.36479643,-1.5594814,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_19_MBPWavs.wav,h,aluminum,Scissor,-0.23994946,-1.5069652,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_20_MBPWavs.wav,h,aluminum,Scissor,-0.68280345,-1.8014156,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_21_MBPWavs.wav,h,aluminum,Scissor,-0.21777847,-1.5325443,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_22_MBPWavs.wav,h,aluminum,Scissor,0.6736738,-1.8491236,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_h_23_MBPWavs.wav,h,aluminum,Scissor,0.57622695,-1.1783476,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_0_MBPWavs.wav,c,aluminum,Scissor,-0.002125935,-0.8321717,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_1_MBPWavs.wav,c,aluminum,Scissor,0.55446583,-0.36460358,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_2_MBPWavs.wav,c,aluminum,Scissor,0.14216939,-0.9053496,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_3_MBPWavs.wav,c,aluminum,Scissor,-1.3223648,-0.42194068,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_4_MBPWavs.wav,c,aluminum,Scissor,-1.897735,-1.0945861,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_5_MBPWavs.wav,c,aluminum,Scissor,-1.6170676,-1.197994,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_6_MBPWavs.wav,c,aluminum,Scissor,-1.2071935,-1.1337681,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_7_MBPWavs.wav,c,aluminum,Scissor,-2.23567,-1.577165,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_8_MBPWavs.wav,c,aluminum,Scissor,-1.7482953,-1.3107765,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_9_MBPWavs.wav,c,aluminum,Scissor,-2.2224014,-1.2131011,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_10_MBPWavs.wav,c,aluminum,Scissor,-2.7824662,-1.1319292,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_11_MBPWavs.wav,c,aluminum,Scissor,-3.1444526,-0.98232156,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_12_MBPWavs.wav,c,aluminum,Scissor,-2.4666195,-1.1051714,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_13_MBPWavs.wav,c,aluminum,Scissor,-3.1002896,-1.4074244,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_14_MBPWavs.wav,c,aluminum,Scissor,-2.8272712,-1.3552493,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_15_MBPWavs.wav,c,aluminum,Scissor,-2.1423156,-1.1179366,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_16_MBPWavs.wav,c,aluminum,Scissor,-2.678385,-1.3959795,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_17_MBPWavs.wav,c,aluminum,Scissor,-2.5018735,-1.3482515,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_18_MBPWavs.wav,c,aluminum,Scissor,-2.8339987,-1.0546463,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_19_MBPWavs.wav,c,aluminum,Scissor,-3.2830772,-1.3841934,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_20_MBPWavs.wav,c,aluminum,Scissor,-2.391516,-0.9307304,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_21_MBPWavs.wav,c,aluminum,Scissor,-2.88555,-1.0316511,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_22_MBPWavs.wav,c,aluminum,Scissor,-3.7160745,-1.5108643,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_c_23_MBPWavs.wav,c,aluminum,Scissor,-3.0515811,-1.1643732,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_0_MBPWavs.wav,x,aluminum,Scissor,-3.0391436,-1.1202176,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_1_MBPWavs.wav,x,aluminum,Scissor,-2.6267378,-0.70536894,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_2_MBPWavs.wav,x,aluminum,Scissor,-2.4266574,-0.7422489,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_3_MBPWavs.wav,x,aluminum,Scissor,-2.3955228,-0.81211346,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_4_MBPWavs.wav,x,aluminum,Scissor,-1.9496586,-0.84986806,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_5_MBPWavs.wav,x,aluminum,Scissor,-2.508384,-0.94633484,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_6_MBPWavs.wav,x,aluminum,Scissor,-1.85313,-0.3120851,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_7_MBPWavs.wav,x,aluminum,Scissor,-2.1415892,-0.6083271,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_8_MBPWavs.wav,x,aluminum,Scissor,-3.160957,-1.5097971,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_9_MBPWavs.wav,x,aluminum,Scissor,-3.543457,-1.5247374,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_10_MBPWavs.wav,x,aluminum,Scissor,-2.8444378,-1.1230478,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_11_MBPWavs.wav,x,aluminum,Scissor,-2.398848,-1.0044998,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_12_MBPWavs.wav,x,aluminum,Scissor,-2.6525896,-1.4375602,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_13_MBPWavs.wav,x,aluminum,Scissor,-3.5235717,-1.3241563,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_14_MBPWavs.wav,x,aluminum,Scissor,-3.333282,-1.083134,2
macbookprom1,65%_Compact(Default for Macbooks),Scissor,,key_press_x_15_MBPWavs.wav,x,aluminum,Scissor,-3.193933,-0.815302,2
